question_concept_id,question,answer_concept_id,answer
43530540,About how old were you when you were first told you had allergies?,1384943,About how old were you when you were first told you had allergies? - Older adult (65-74)
43530541,About how old were you when you were first told you had an enlarged prostate?,1384931,About how old were you when you were first told you had an enlarged prostate? - Elderly (75+)
43529272,Have you or anyone in your family ever been diagnosed with the following brain and nervous system conditions? Think only of the people you are related to by blood. Select all that apply.,1740915,Have you or anyone in your family ever been diagnosed with the following brain and nervous system conditions? Think only of the people you are related to by blood. - Chronic fatigue
43529272,Have you or anyone in your family ever been diagnosed with the following brain and nervous system conditions? Think only of the people you are related to by blood. Select all that apply.,1740764,Have you or anyone in your family ever been diagnosed with the following brain and nervous system conditions? Think only of the people you are related to by blood. - Other brain or nervous system condition
43530554,About how old were you when you were first told you had systemic lupus?,1384860,About how old were you when you were first told you had systemic lupus? - Adult (18-64)
1384507,Are you currently prescribed medications and/or receiving treatment for polycystic ovarian syndrome?,1384799,Are you currently prescribed medications and/or receiving treatment for polycystic ovarian syndrome? - No
702786,"Have you or anyone in your family ever been diagnosed with the following bone, joint, and muscle conditions? Think only of the people you are related to by blood. Select all that apply.",43528712,"Have you or anyone in your family ever been diagnosed with the following bone, joint, and muscle conditions? Think only of the people you are related to by blood. - Fibromyalgia"
702786,"Have you or anyone in your family ever been diagnosed with the following bone, joint, and muscle conditions? Think only of the people you are related to by blood. Select all that apply.",43529893,"Have you or anyone in your family ever been diagnosed with the following bone, joint, and muscle conditions? Think only of the people you are related to by blood. - Systemic lupus"
43530309,Are you still seeing a doctor or health care provider for high cholesterol?,43530063,Are you still seeing a doctor or health care provider for high cholesterol? - Yes
1740613,"Including yourself, who in your family has had prediabetes? Select all that apply.",1740946,"Including yourself, who in your family has had prediabetes? - Father"
1740617,"Including yourself, who in your family has had carpal tunnel syndrome? Select all that apply.",43528524,"Including yourself, who in your family has had carpal tunnel syndrome? - Self"
43530316,Are you still seeing a doctor or health care provider for acid reflux?,43529988,Are you still seeing a doctor or health care provider for acid reflux? - Yes
43528783,Are you currently prescribed medications and/or receiving treatment for skin cancer?,43529515,Are you currently prescribed medications and/or receiving treatment for skin cancer? - No
1740623,"Including yourself, who in your family has had other lung condition(s)? Select all that apply.",1740840,"Including yourself, who in your family has had other lung condition(s)? - Sibling"
43530320,Are you still seeing a doctor or health care provider for diverticulitis/diverticulosis?,43529337,Are you still seeing a doctor or health care provider for diverticulitis/diverticulosis? - No
43528797,Are you currently prescribed medications and/or receiving treatment for sickle cell disease?,43530209,Are you currently prescribed medications and/or receiving treatment for sickle cell disease? - Yes
1740637,"Including yourself, who in your family has had other arthritis? Select all that apply.",1740862,"Including yourself, who in your family has had other arthritis? - Sibling"
43528799,Are you currently prescribed medications and/or receiving treatment for transient ischemic attacks (TIAs or mini-strokes)?,43529525,Are you currently prescribed medications and/or receiving treatment for transient ischemic attacks (TIAs or mini-strokes)? - No
1740643,"Including yourself, who in your family has had other mental or substance use condition? Select all that apply.",1740949,"Including yourself, who in your family has had other mental or substance use condition? - Daughter"
1740650,"Including yourself, who in your family has had kidney disease with dialysis? Select all that apply.",1740759,"Including yourself, who in your family has had kidney disease with dialysis? - Grandparent"
1740663,"Including yourself, who in your family has had bowel obstruction? Select all that apply.",1740780,"Including yourself, who in your family has had bowel obstruction? - Mother"
1384572,Are you currently prescribed medications and/or receiving treatment for reactions to anesthesia (such as hyperthermia)?,1384822,Are you currently prescribed medications and/or receiving treatment for reactions to anesthesia (such as hyperthermia)? - No
43528830,Are you currently prescribed medications and/or receiving treatment for chronic sinus infections?,43530137,Are you currently prescribed medications and/or receiving treatment for chronic sinus infections? - Yes
1740675,"Including yourself, who in your family has had astigmatism? Select all that apply.",1384648,"Including yourself, who in your family has had astigmatism? - Self"
1740675,"Including yourself, who in your family has had astigmatism? Select all that apply.",1740715,"Including yourself, who in your family has had astigmatism? - Mother"
43528836,Are you currently prescribed medications and/or receiving treatment for kidney stones?,43529482,Are you currently prescribed medications and/or receiving treatment for kidney stones? - No
1740677,"Including yourself, who in your family has had transient ischemic attacks (TIAs or mini-strokes)? Select all that apply.",43529918,"Including yourself, who in your family has had transient ischemic attacks (TIAs or mini-strokes)? - Self"
43528841,Are you currently prescribed medications and/or receiving treatment for anxiety reaction/panic disorder?,43529425,Are you currently prescribed medications and/or receiving treatment for anxiety reaction/panic disorder? - No
1384597,Are you still seeing a doctor or health care provider for cerebral palsy?,1385021,Are you still seeing a doctor or health care provider for cerebral palsy? - Yes
836769,"Including yourself, who in your family has had blood or soft tissue cancer? Select all that apply.",43528478,"Including yourself, who in your family has had blood or soft tissue cancer? - Son"
836769,"Including yourself, who in your family has had blood or soft tissue cancer? Select all that apply.",43530278,"Including yourself, who in your family has had blood or soft tissue cancer? - Mother"
836772,"Including yourself, who in your family has had breast cancer? Select all that apply.",43528500,"Including yourself, who in your family has had breast cancer? - Self"
836776,"Including yourself, who in your family has had kidney cancer? Select all that apply.",43529142,"Including yourself, who in your family has had kidney cancer? - Son"
1384620,About how old were you when you were first told you had hepatitis B?,1384814,About how old were you when you were first told you had hepatitis B? - Adult (18-64)
43530414,About how old were you when you were first told you had atrial fibrillation (a-fib) or atrial flutter (or a-flutter)?,1384874,About how old were you when you were first told you had atrial fibrillation (a-fib) or atrial flutter (or a-flutter)? - Child (0-11)
836784,"Including yourself, who in your family has had aortic aneurysm? Select all that apply.",1740948,"Including yourself, who in your family has had aortic aneurysm? - Self"
1384625,About how old were you when you were first told you had alcohol use disorder?,1385193,About how old were you when you were first told you had alcohol use disorder? - Adult (18-64)
1384628,Are you currently prescribed medications and/or receiving treatment for Lyme disease?,1385552,Are you currently prescribed medications and/or receiving treatment for Lyme disease? - No
1384630,Are you still seeing a doctor or health care provider for autism spectrum disorder?,1385547,Are you still seeing a doctor or health care provider for autism spectrum disorder? - No
836800,"Including yourself, who in your family has had type 2 diabetes? Select all that apply.",43529939,"Including yourself, who in your family has had type 2 diabetes? - Son"
1384642,Are you currently prescribed medications and/or receiving treatment for severe acute respiratory syndrome (SARS)?,1385232,Are you currently prescribed medications and/or receiving treatment for severe acute respiratory syndrome (SARS)? - Yes
836803,"Including yourself, who in your family has had bipolar disorder? Select all that apply.",43528459,"Including yourself, who in your family has had bipolar disorder? - Daughter"
836804,"Including yourself, who in your family has had depression? Select all that apply.",43528618,"Including yourself, who in your family has had depression? - Father"
1384645,Are you still seeing a doctor or health care provider for pseudogout (CPPD)?,1384972,Are you still seeing a doctor or health care provider for pseudogout (CPPD)? - No
1384645,Are you still seeing a doctor or health care provider for pseudogout (CPPD)?,1384689,Are you still seeing a doctor or health care provider for pseudogout (CPPD)? - Yes
836808,"Including yourself, who in your family has had migraine headaches? Select all that apply.",43529228,"Including yourself, who in your family has had migraine headaches? - Son"
43530441,About how old were you when you were first told you had blood or soft tissue cancer?,1385512,About how old were you when you were first told you had blood or soft tissue cancer? - Child (0-11)
836810,"Including yourself, who in your family has had muscular dystrophy (MD)? Select all that apply.",43529252,"Including yourself, who in your family has had muscular dystrophy (MD)? - Daughter"
836811,"Including yourself, who in your family has had neuropathy? Select all that apply.",43529279,"Including yourself, who in your family has had neuropathy? - Son"
43530445,About how old were you when you were first told you had cervical cancer?,1385468,About how old were you when you were first told you had cervical cancer? - Adult (18-64)
836813,"Including yourself, who in your family has had restless leg syndrome? Select all that apply.",1384400,"Including yourself, who in your family has had restless leg syndrome? - Daughter"
836815,"Including yourself, who in your family has had asthma? Select all that apply.",43528440,"Including yourself, who in your family has had asthma? - Sibling"
836815,"Including yourself, who in your family has had asthma? Select all that apply.",43528436,"Including yourself, who in your family has had asthma? - Grandparent"
1384401,Are you still seeing a doctor or health care provider for hepatitis A?,1385482,Are you still seeing a doctor or health care provider for hepatitis A? - No
43530449,About how old were you when you were first told you had esophageal cancer?,1385412,About how old were you when you were first told you had esophageal cancer? - Adult (18-64)
836821,"Including yourself, who in your family has had spine, muscle, or bone disorders (non-cancer)? Select all that apply.",43529858,"Including yourself, who in your family has had spine, muscle, or bone disorders (non-cancer)? - Daughter"
43530456,About how old were you when you were first told you had prostate cancer?,1385343,About how old were you when you were first told you had prostate cancer? - Elderly (75+)
836825,"Including yourself, who in your family has had severe hearing loss or partial deafness in one or both ears? Select all that apply.",43529793,"Including yourself, who in your family has had severe hearing loss or partial deafness in one or both ears? - Sibling"
836827,"Including yourself, who in your family has had alcohol use disorder? Select all that apply.",43528373,"Including yourself, who in your family has had alcohol use disorder? - Grandparent"
43530463,About how old were you when you were first told you had congestive heart failure?,1384746,About how old were you when you were first told you had congestive heart failure? - Older adult (65-74)
43530466,About how old were you when you were first told you had heart valve disease?,1384886,About how old were you when you were first told you had heart valve disease? - Child (0-11)
836834,"Including yourself, who in your family has had head and neck cancer? (This includes cancers of the mouth, sinuses, nose, or throat. This does not include brain cancer.) Select all that apply.",43528891,"Including yourself, who in your family has had head and neck cancer? (This includes cancers of the mouth, sinuses, nose, or throat. This does not include brain cancer.) - Mother"
43530470,About how old were you when you were first told you had sickle cell disease?,1385540,About how old were you when you were first told you had sickle cell disease? - Adult (18-64)
836839,"Including yourself, who in your family has had a liver condition (e.g., cirrhosis)? Select all that apply.",43529175,"Including yourself, who in your family has had a liver condition (e.g., cirrhosis)? - Mother"
836839,"Including yourself, who in your family has had a liver condition (e.g., cirrhosis)? Select all that apply.",43529177,"Including yourself, who in your family has had a liver condition (e.g., cirrhosis)? - Sibling"
836841,Have you or anyone in your family ever been diagnosed with the following conditions? Think only of the people you are related to by blood. Select all that apply.,836764,Have you or anyone in your family ever been diagnosed with the following conditions? Think only of the people you are related to by blood. - Polycystic ovarian syndrome
836842,"Including yourself, who in your family has had skin condition(s) (e.g., eczema, psoriasis)? Select all that apply.",43529828,"Including yourself, who in your family has had skin condition(s) (e.g., eczema, psoriasis)? - Mother"
836844,"Including yourself, who in your family has had colon polyps? Select all that apply.",43528573,"Including yourself, who in your family has had colon polyps? - Father"
43529966,Have you or anyone in your family ever been diagnosed with the following hearing and eye conditions? Think only of the people you are related to by blood. Select all that apply.,903095,PMI: None
836846,"Including yourself, who in your family has had gall stones? Select all that apply.",43528722,"Including yourself, who in your family has had gall stones? - Grandparent"
1384433,Are you currently prescribed medications and/or receiving treatment for osteoarthritis?,1385615,Are you currently prescribed medications and/or receiving treatment for osteoarthritis? - Yes
43530481,About how old were you when you were first told you had irritable bowel syndrome (IBS)?,1385619,About how old were you when you were first told you had irritable bowel syndrome (IBS)? - Adult (18-64)
836850,"Including yourself, who in your family has had anxiety reaction/panic disorder? Select all that apply.",43528416,"Including yourself, who in your family has had anxiety reaction/panic disorder? - Father"
836852,"Including yourself, who in your family has had epilepsy or seizure? Select all that apply.",43528687,"Including yourself, who in your family has had epilepsy or seizure? - Father"
836852,"Including yourself, who in your family has had epilepsy or seizure? Select all that apply.",43528689,"Including yourself, who in your family has had epilepsy or seizure? - Mother"
836857,"Including yourself, who in your family has had reactions to anesthesia (such as hyperthermia)? Select all that apply.",43530576,"Including yourself, who in your family has had reactions to anesthesia (such as hyperthermia)? - Daughter"
836858,"Including yourself, who in your family has had chronic lung disease (COPD, emphysema, or bronchitis)? Select all that apply.",43528552,"Including yourself, who in your family has had chronic lung disease (COPD, emphysema, or bronchitis)? - Mother"
43530493,"About how old were you when you were first told you had blindness, all causes?",1385104,"About how old were you when you were first told you had blindness, all causes? - Adolescent (12-17)"
1384552,About how old were you when you were first told you had dengue fever?,1385045,About how old were you when you were first told you had dengue fever? - Adolescent (12-17)
1384670,About how old were you when you were first told you had Lou Gehrig's disease (amyotrophic lateral sclerosis)?,1385545,About how old were you when you were first told you had Lou Gehrig's disease (amyotrophic lateral sclerosis)? - Elderly (75+)
43530472,About how old were you when you were first told you had transient ischemic attacks (TIAs or mini-strokes)?,1384716,About how old were you when you were first told you had transient ischemic attacks (TIAs or mini-strokes)? - Adolescent (12-17)
43530488,About how old were you when you were first told you had other/unknown diabetes?,1385022,About how old were you when you were first told you had other/unknown diabetes? - Child (0-11)
1384451,Are you currently prescribed medications and/or receiving treatment for Lou Gehrig's disease (amyotrophic lateral sclerosis)?,1384817,Are you currently prescribed medications and/or receiving treatment for Lou Gehrig's disease (amyotrophic lateral sclerosis)? - Yes
43530446,About how old were you when you were first told you had colon cancer/rectal cancer?,1384864,About how old were you when you were first told you had colon cancer/rectal cancer? - Adolescent (12-17)
43530503,About how old were you when you were first told you had hepatitis C?,1385614,About how old were you when you were first told you had hepatitis C? - Elderly (75+)
1384448,About how old were you when you were first told you had peripheral vascular disease?,1385344,About how old were you when you were first told you had peripheral vascular disease? - Adult (18-64)
43530496,About how old were you when you were first told you had farsightedness?,1384797,About how old were you when you were first told you had farsightedness? - Child (0-11)
43529217,Have you or anyone in your family ever been diagnosed with the following mental health or substance use conditions? Think only of the people you are related to by blood. Select all that apply.,43528462,Have you or anyone in your family ever been diagnosed with the following mental health or substance use conditions? Think only of the people you are related to by blood. - Bipolar disorder
43529217,Have you or anyone in your family ever been diagnosed with the following mental health or substance use conditions? Think only of the people you are related to by blood. Select all that apply.,1740986,Have you or anyone in your family ever been diagnosed with the following mental health or substance use conditions? Think only of the people you are related to by blood. - Personality disorder
43530499,About how old were you when you were first told you had macular degeneration?,1385389,About how old were you when you were first told you had macular degeneration? - Elderly (75+)
43530517,About how old were you when you were first told you had an eating disorder?,1385449,About how old were you when you were first told you had an eating disorder? - Adult (18-64)
1384470,About how old were you when you were first told you had other arthritis?,1384783,About how old were you when you were first told you had other arthritis? - Adult (18-64)
1740583,"Including yourself, who in your family has had farsightedness? Select all that apply.",1740865,"Including yourself, who in your family has had farsightedness? - Grandparent"
1384489,Are you still seeing a doctor or health care provider for other infectious disease(s)?,1384991,Are you still seeing a doctor or health care provider for other infectious disease(s)? - No
1740585,"Including yourself, who in your family has had other hormone/endocrine condition? Select all that apply.",1740883,"Including yourself, who in your family has had other hormone/endocrine condition? - Sibling"
43530538,About how old were you when you were first told you had traumatic brain injury (TBI)?,1385005,About how old were you when you were first told you had traumatic brain injury (TBI)? - Elderly (75+)
43530283,Are you still seeing a doctor or health care provider for blood or soft tissue cancer?,43529311,Are you still seeing a doctor or health care provider for blood or soft tissue cancer? - No
43530296,Are you still seeing a doctor or health care provider for other cancer(s)?,43530093,Are you still seeing a doctor or health care provider for other cancer(s)? - Yes
43528766,Are you currently prescribed medications and/or receiving treatment for bladder cancer?,43530124,Are you currently prescribed medications and/or receiving treatment for bladder cancer? - Yes
1384514,About how old were you when you were first told you had a drug use disorder?,1385094,About how old were you when you were first told you had a drug use disorder? - Adolescent (12-17)
43528777,"Are you currently prescribed medications and/or receiving treatment for head and neck cancer? (This includes cancers of the mouth, sinuses, nose, or throat. This does not include brain cancer.)",43530161,"Are you currently prescribed medications and/or receiving treatment for head and neck cancer? (This includes cancers of the mouth, sinuses, nose, or throat. This does not include brain cancer.) - Yes"
43530313,Are you still seeing a doctor or health care provider for sickle cell disease?,43530230,Are you still seeing a doctor or health care provider for sickle cell disease? - Yes
1740624,Please specify the other mental health or substance use condition(s) your grandparent(s) has had.,0,No matching concept
43530323,Are you still seeing a doctor or health care provider for a hernia?,43529369,Are you still seeing a doctor or health care provider for a hernia? - No
43530325,"Are you still seeing a doctor or health care provider for a liver condition (e.g., cirrhosis)?",43530076,"Are you still seeing a doctor or health care provider for a liver condition (e.g., cirrhosis)? - Yes"
1384535,Are you currently prescribed medications and/or receiving treatment for hepatitis A?,1385190,Are you currently prescribed medications and/or receiving treatment for hepatitis A? - No
1740636,"Including yourself, who in your family has had other hearing or eye condition(s)? Select all that apply.",1384428,"Including yourself, who in your family has had other hearing or eye condition(s)? - Self"
1740643,"Including yourself, who in your family has had other mental or substance use condition? Select all that apply.",1384549,"Including yourself, who in your family has had other mental or substance use condition? - Self"
1740645,"Including yourself, who in your family has had dry eyes? Select all that apply.",43528659,"Including yourself, who in your family has had dry eyes? - Self"
1740645,"Including yourself, who in your family has had dry eyes? Select all that apply.",1740787,"Including yourself, who in your family has had dry eyes? - Father"
43530349,Are you still seeing a doctor or health care provider for recurrent urinary tract infections (UTI)/bladder infections?,43529570,Are you still seeing a doctor or health care provider for recurrent urinary tract infections (UTI)/bladder infections? - No
1384560,Are you still seeing a doctor or health care provider for other brain or nervous system condition(s)?,1385245,Are you still seeing a doctor or health care provider for other brain or nervous system condition(s)? - Yes
43528563,Have you or anyone in your family ever been diagnosed with the following heart and blood conditions? Think only of the people you are related to by blood. Select all that apply.,43529875,Have you or anyone in your family ever been diagnosed with the following heart and blood conditions? Think only of the people you are related to by blood. - Stroke
43530357,Are you still seeing a doctor or health care provider for bipolar disorder?,43530001,Are you still seeing a doctor or health care provider for bipolar disorder? - Yes
43530360,Are you still seeing a doctor or health care provider for a personality disorder?,43530102,Are you still seeing a doctor or health care provider for a personality disorder? - Yes
43528832,Are you currently prescribed medications and/or receiving treatment for HIV/AIDS?,43529475,Are you currently prescribed medications and/or receiving treatment for HIV/AIDS? - No
43528841,Are you currently prescribed medications and/or receiving treatment for anxiety reaction/panic disorder?,43530119,Are you currently prescribed medications and/or receiving treatment for anxiety reaction/panic disorder? - Yes
43528863,Are you currently prescribed medications and/or receiving treatment for restless leg syndrome?,43529512,Are you currently prescribed medications and/or receiving treatment for restless leg syndrome? - No
43528866,Are you currently prescribed medications and/or receiving treatment for acne?,43530112,Are you currently prescribed medications and/or receiving treatment for acne? - Yes
43528872,Are you currently prescribed medications and/or receiving treatment for vitamin D deficiency?,43529533,Are you currently prescribed medications and/or receiving treatment for vitamin D deficiency? - No
836779,"Including yourself, who in your family has had pancreatic cancer? Select all that apply.",43530573,"Including yourself, who in your family has had pancreatic cancer? - Sibling"
836781,"Including yourself, who in your family has had skin cancer? Select all that apply.",43529820,"Including yourself, who in your family has had skin cancer? - Grandparent"
836788,"Including yourself, who in your family has had sickle cell disease? Select all that apply.",1384467,"Including yourself, who in your family has had sickle cell disease? - Self"
836790,Who in your family has had sudden death? Select all that apply.,43529885,Who in your family has had sudden death? - Son
836793,"Including yourself, who in your family has had celiac disease? Select all that apply.",43528537,"Including yourself, who in your family has had celiac disease? - Son"
836794,"Including yourself, who in your family has had Crohn's disease? Select all that apply.",43528604,"Including yourself, who in your family has had Crohn's disease? - Son"
1384636,About how old were you when you were first told you had endometriosis?,1385484,About how old were you when you were first told you had endometriosis? - Older adult (65-74)
836796,"Including yourself, who in your family has had ulcerative colitis? Select all that apply.",1384604,"Including yourself, who in your family has had ulcerative colitis? - Self"
836803,"Including yourself, who in your family has had bipolar disorder? Select all that apply.",1384669,"Including yourself, who in your family has had bipolar disorder? - Self"
836804,"Including yourself, who in your family has had depression? Select all that apply.",43528624,"Including yourself, who in your family has had depression? - Son"
43530443,About how old were you when you were first told you had brain cancer?,1385407,About how old were you when you were first told you had brain cancer? - Adult (18-64)
43528652,"How much do you know about illnesses or health problems for your parents, grandparents, brothers, sisters, and/or children?",43529574,"How much do you know about illnesses or health problems for your parents, grandparents, brothers, sisters, and/or children? - None at all"
836813,"Including yourself, who in your family has had restless leg syndrome? Select all that apply.",43529769,"Including yourself, who in your family has had restless leg syndrome? - Grandparent"
836822,"Including yourself, who in your family has had systemic lupus? Select all that apply.",43529889,"Including yourself, who in your family has had systemic lupus? - Father"
43530457,About how old were you when you were first told you had skin cancer?,1385429,About how old were you when you were first told you had skin cancer? - Elderly (75+)
836828,"Including yourself, who in your family has had atrial fibrillation (or a-fib) or atrial flutter (or a-flutter)? Select all that apply.",43528445,"Including yourself, who in your family has had atrial fibrillation (or a-fib) or atrial flutter (or a-flutter)? - Father"
43530461,About how old were you when you were first told you had anemia?,1385201,About how old were you when you were first told you had anemia? - Adult (18-64)
43530469,About how old were you when you were first told you had pulmonary embolism or deep vein thrombosis (DVT)?,1385380,About how old were you when you were first told you had pulmonary embolism or deep vein thrombosis (DVT)? - Adult (18-64)
836837,"Including yourself, who in your family has had peripheral vascular disease? Select all that apply.",43529708,"Including yourself, who in your family has had peripheral vascular disease? - Son"
836841,Have you or anyone in your family ever been diagnosed with the following conditions? Think only of the people you are related to by blood. Select all that apply.,43528379,Have you or anyone in your family ever been diagnosed with the following conditions? Think only of the people you are related to by blood. - Allergies
836841,Have you or anyone in your family ever been diagnosed with the following conditions? Think only of the people you are related to by blood. Select all that apply.,1740951,Have you or anyone in your family ever been diagnosed with the following conditions? Think only of the people you are related to by blood. - Vitamin D deficiency
43530477,About how old were you when you were first told you had diverticulitis/diverticulosis?,1385582,About how old were you when you were first told you had diverticulitis/diverticulosis? - Elderly (75+)
836845,"Including yourself, who in your family has had diverticulitis/diverticulosis? Select all that apply.",43528639,"Including yourself, who in your family has had diverticulitis/diverticulosis? - Father"
43529966,Have you or anyone in your family ever been diagnosed with the following hearing and eye conditions? Think only of the people you are related to by blood. Select all that apply.,1740705,Have you or anyone in your family ever been diagnosed with the following hearing and eye conditions? Think only of the people you are related to by blood. - Tinnitus
836848,"Including yourself, who in your family has had other/unknown diabetes? Select all that apply.",43529673,"Including yourself, who in your family has had other/unknown diabetes? - Mother"
836851,"Including yourself, who in your family has had a drug use disorder? Select all that apply.",43528658,"Including yourself, who in your family has had a drug use disorder? - Son"
43530485,About how old were you when you were first told you had ulcerative colitis?,1385596,About how old were you when you were first told you had ulcerative colitis? - Child (0-11)
43530487,About how old were you when you were first told you had hypothyroidism?,1385555,About how old were you when you were first told you had hypothyroidism? - Adult (18-64)
1384513,About how old were you when you were first told you had pseudogout (CPPD)?,1384683,About how old were you when you were first told you had pseudogout (CPPD)? - Elderly (75+)
1384596,Are you still seeing a doctor or health care provider for West Nile virus?,1385409,Are you still seeing a doctor or health care provider for West Nile virus? - No
1384620,About how old were you when you were first told you had hepatitis B?,1385362,About how old were you when you were first told you had hepatitis B? - Older adult (65-74)
836782,"Including yourself, who in your family has had stomach cancer? Select all that apply.",43529873,"Including yourself, who in your family has had stomach cancer? - Son"
43530508,About how old were you when you were first told you had acute kidney disease with no current dialysis?,1385328,About how old were you when you were first told you had acute kidney disease with no current dialysis? - Adolescent (12-17)
43530459,About how old were you when you were first told you had thyroid cancer?,1385445,About how old were you when you were first told you had thyroid cancer? - Child (0-11)
43530464,About how old were you when you were first told you had coronary artery/coronary heart disease?,1385536,About how old were you when you were first told you had coronary artery/coronary heart disease? - Adolescent (12-17)
836832,"Including yourself, who in your family has had endocrine cancer? Select all that apply.",43528670,"Including yourself, who in your family has had endocrine cancer? - Son"
43530440,About how old were you when you were first told you had bladder cancer?,1385029,About how old were you when you were first told you had bladder cancer? - Elderly (75+)
43530448,About how old were you when you were first told you had endometrial cancer?,1385102,About how old were you when you were first told you had endometrial cancer? - Adolescent (12-17)
43530455,About how old were you when you were first told you had pancreatic cancer?,1384796,About how old were you when you were first told you had pancreatic cancer? - Elderly (75+)
43530536,About how old were you when you were first told you had Parkinson's disease?,1384978,About how old were you when you were first told you had Parkinson's disease? - Child (0-11)
43529217,Have you or anyone in your family ever been diagnosed with the following mental health or substance use conditions? Think only of the people you are related to by blood. Select all that apply.,1740956,Have you or anyone in your family ever been diagnosed with the following mental health or substance use conditions? Think only of the people you are related to by blood. - Social phobia
43530498,About how old were you when you were first told you had severe hearing loss or partial deafness in one or both ears?,1385526,About how old were you when you were first told you had severe hearing loss or partial deafness in one or both ears? - Child (0-11)
43530503,About how old were you when you were first told you had hepatitis C?,1385336,About how old were you when you were first told you had hepatitis C? - Adolescent (12-17)
43530507,About how old were you when you were first told you had recurrent urinary tract infections (UTI)/bladder infections?,1385285,About how old were you when you were first told you had recurrent urinary tract infections (UTI)/bladder infections? - Adult (18-64)
1740555,"Including yourself, who in your family has had other heart or blood condition? Select all that apply.",1740694,"Including yourself, who in your family has had other heart or blood condition? - Father"
1740556,"Including yourself, who in your family has had an eating disorder? Select all that apply.",1740736,"Including yourself, who in your family has had an eating disorder? - Daughter"
43530515,About how old were you when you were first told you had bipolar disorder?,1385215,About how old were you when you were first told you had bipolar disorder? - Adult (18-64)
43530524,About how old were you when you were first told you had concussion or loss of consciousness?,1384709,About how old were you when you were first told you had concussion or loss of consciousness? - Adolescent (12-17)
1740572,"Including yourself, who in your family has had tinnitus? Select all that apply.",1740830,"Including yourself, who in your family has had tinnitus? - Grandparent"
1740578,"Including yourself, who in your family has had hemorrhoids? Select all that apply.",1740920,"Including yourself, who in your family has had hemorrhoids? - Sibling"
1384494,About how old were you when you were first told you had celiac disease?,1385599,About how old were you when you were first told you had celiac disease? - Adult (18-64)
43530287,Are you still seeing a doctor or health care provider for cervical cancer?,43529320,Are you still seeing a doctor or health care provider for cervical cancer? - No
1384501,Are you still seeing a doctor or health care provider for polycystic ovarian syndrome?,1385011,Are you still seeing a doctor or health care provider for polycystic ovarian syndrome? - No
43529272,Have you or anyone in your family ever been diagnosed with the following brain and nervous system conditions? Think only of the people you are related to by blood. Select all that apply.,43528690,Have you or anyone in your family ever been diagnosed with the following brain and nervous system conditions? Think only of the people you are related to by blood. - Epilepsy or seizure
43530301,Are you still seeing a doctor or health care provider for thyroid cancer?,43530253,Are you still seeing a doctor or health care provider for thyroid cancer? - Yes
43528768,Are you currently prescribed medications and/or receiving treatment for bone cancer?,43530128,Are you currently prescribed medications and/or receiving treatment for bone cancer? - Yes
1740617,"Including yourself, who in your family has had carpal tunnel syndrome? Select all that apply.",1740909,"Including yourself, who in your family has had carpal tunnel syndrome? - Daughter"
43530322,Are you still seeing a doctor or health care provider for hemorrhoids?,43530060,Are you still seeing a doctor or health care provider for hemorrhoids? - Yes
1740630,"Including yourself, who in your family has had other digestive condition? Select all that apply.",1740945,"Including yourself, who in your family has had other digestive condition? - Father"
1740636,"Including yourself, who in your family has had other hearing or eye condition(s)? Select all that apply.",1740829,"Including yourself, who in your family has had other hearing or eye condition(s)? - Mother"
1384542,About how old were you when you were first told you had fibroids?,1384791,About how old were you when you were first told you had fibroids? - Older adult (65-74)
43530340,Are you still seeing a doctor or health care provider for glaucoma?,43530049,Are you still seeing a doctor or health care provider for glaucoma? - Yes
1740644,"Including yourself, who in your family has had nearsightedness? Select all that apply.",1740885,"Including yourself, who in your family has had nearsightedness? - Father"
1384553,Are you still seeing a doctor or health care provider for chickenpox?,1385067,Are you still seeing a doctor or health care provider for chickenpox? - No
43528815,Are you currently prescribed medications and/or receiving treatment for hypothyroidism?,43529478,Are you currently prescribed medications and/or receiving treatment for hypothyroidism? - No
43528829,Are you currently prescribed medications and/or receiving treatment for tinnitus?,43530189,Are you currently prescribed medications and/or receiving treatment for tinnitus? - Yes
43530365,Are you still seeing a doctor or health care provider for chronic fatigue?,43529322,Are you still seeing a doctor or health care provider for chronic fatigue? - No
43528832,Are you currently prescribed medications and/or receiving treatment for HIV/AIDS?,43530168,Are you currently prescribed medications and/or receiving treatment for HIV/AIDS? - Yes
43528833,Are you currently prescribed medications and/or receiving treatment for tuberculosis?,43530221,Are you currently prescribed medications and/or receiving treatment for tuberculosis? - Yes
43528835,Are you currently prescribed medications and/or receiving treatment for acute kidney disease with no current dialysis?,43529419,Are you currently prescribed medications and/or receiving treatment for acute kidney disease with no current dialysis? - No
43528835,Are you currently prescribed medications and/or receiving treatment for acute kidney disease with no current dialysis?,43530113,Are you currently prescribed medications and/or receiving treatment for acute kidney disease with no current dialysis? - Yes
1740677,"Including yourself, who in your family has had transient ischemic attacks (TIAs or mini-strokes)? Select all that apply.",1740855,"Including yourself, who in your family has had transient ischemic attacks (TIAs or mini-strokes)? - Mother"
43528843,Are you currently prescribed medications and/or receiving treatment for depression?,43529451,Are you currently prescribed medications and/or receiving treatment for depression? - No
836768,"Including yourself, who in your family has had bladder cancer? Select all that apply.",43528472,"Including yourself, who in your family has had bladder cancer? - Self"
836775,"Including yourself, who in your family has had eye cancer? Select all that apply.",43528695,"Including yourself, who in your family has had eye cancer? - Self"
