concept_id,"concept_name","concept_code","survey_name",survey_concept_id,count_value,sub,"path",is_parent_question,generate_counts,question_order_number
43528695,"Cancer Conditions: Eye Cancer","CancerConditions_EyeCancer","Family Medical History",43528698,20,1,"43528515.43528695.43528695",0,0,0
43528712,"Skeletal Muscular Condition: Fibromyalgia","SkeletalMuscularCondition_Fibromyalgia","Family Medical History",43528698,20,1,"702786.43528712.43528712",0,0,0
43528731,"Hearing Vision Conditions: Glaucoma","HearingVisionConditions_Glaucoma","Family Medical History",43528698,20,1,"43529966.43528731.43528731",0,0,0
43528741,"Skeletal Muscular Condition: Gout","SkeletalMuscularCondition_Gout","Family Medical History",43528698,20,1,"702786.43528741.43528741",0,0,0
43528757,"Has a doctor or health care provider ever told you that you have or had any of the following Bone, joint and muscle conditions?  (select all that apply)","SkeletalMuscular_SkeletalMuscularConditions","Personal Medical History",43529712,0,0,"43528757",1,1,7
43528758," Has a doctor or health care provider ever told you that you have or had any of the following hormone/endocrine conditions (select all that apply)","Endocrine_EndocrineConditions","Personal Medical History",43529712,0,0,"43528758",1,1,5
43528759,"Has a doctor or health care provider ever told you that you have or had any of the following hearing or vision problems? (select all that apply)","HearingVision_HearingVisionConditions","Personal Medical History",43529712,0,0,"43528759",1,1,8
43528760,"Has a doctor or health care provider ever told you that you have or had any of the following cancers? (select all that apply)","Cancer_CancerConditions","Personal Medical History",43529712,0,0,"43528760",1,1,3
43528761,"Hormone/Endocrine Conditions","PersonalMedicalHistory_HormoneEndocrine","Family Medical History",43528698,20,0,"43528761",0,0,5
43528763,"Parent History: Father Diagnosis History","ParentHistory_FatherDiagnosisHistory","Family Medical History",43528698,20,0,"43528763",0,0,14
43528764,"Parent History: Mother Diagnosis History","ParentHistory_MotherDiagnosisHistory","Family Medical History",43528698,20,0,"43528764",0,0,13
43528765,"Grandparent History: Grandparent Diagnosis History","GrandparentHistory_GrandparentDiagnosisHistory","Family Medical History",43528698,20,0,"43528765",0,0,18
43528766,"Are you currently prescribed medications and/or receiving treatment for Bladder cancer?","Cancer_RxMedsforBladderCancer","Personal Medical History",43529712,0,1,"43528760.43528472.43528766",1,1,3
43528767,"Are you currently prescribed medications and/or receiving treatment for Blood or soft tissue cancer?","Cancer_RxMedsforBloodCancer","Personal Medical History",43529712,0,1,"43528760.1384404.43528767",1,1,3
43528768,"Are you currently prescribed medications and/or receiving treatment for Bone cancer?","Cancer_RxMedsforBoneCancer","Personal Medical History",43529712,0,1,"43528760.43528480.43528768",1,1,3
43528769,"Are you currently prescribed medications and/or receiving treatment for Brain cancer?","Cancer_RxMedsforBrainCancer","Personal Medical History",43529712,0,1,"43528760.43528492.43530285",1,1,3
43528770,"Are you currently prescribed medications and/or receiving treatment for Breast cancer?","Cancer_RxMedsforBreastCancer","Personal Medical History",43529712,0,1,"43528760.43528500.43528770",1,1,3
43528771,"Are you currently prescribed medications and/or receiving treatment for Cervical cancer?","Cancer_RxMedsforCervicalCancer","Personal Medical History",43529712,0,1,"43528760.43528539.43528771",1,1,3
43528772,"Are you currently prescribed medications and/or receiving treatment for Colon cancer/Rectal cancer?","Cancer_RxMedsforColonRectalCancer","Personal Medical History",43529712,0,1,"43528760.43528565.43528772",1,1,3
43528773,"Are you currently prescribed medications and/or receiving treatment for Endocrine cancer?","Cancer_RxMedsforEndocrineCancer","Personal Medical History",43529712,0,1,"43528760.43528668.43528773",1,1,3
43528774,"Are you currently prescribed medications and/or receiving treatment for Endometrial cancer?","Cancer_RxMedsforEndometrialCancer","Personal Medical History",43529712,0,1,"43528760.43528679.43528774",1,1,3
43528775,"Are you currently prescribed medications and/or receiving treatment for Esophageal cancer?","Cancer_RxMedsforEsophagealCancer","Personal Medical History",43529712,0,1,"43528760.43528693.43528775",1,1,3
43528776,"Are you currently prescribed medications and/or receiving treatment for Eye cancer?","Cancer_RxMedsforEyeCancer","Personal Medical History",43529712,0,1,"43528760.43528695.43528776",1,1,3
43528777,"Are you currently prescribed medications and/or receiving treatment for Head and Neck cancer?","Cancer_RxMedsforHeadNeckCancer","Personal Medical History",43529712,0,1,"43528760.43528886.43528777",1,1,3
43528778,"Are you currently prescribed medications and/or receiving treatment for Kidney cancer?","Cancer_RxMedsforKidneyCancer","Personal Medical History",43529712,0,1,"43528760.43529136.43528778",1,1,3
43528779,"Are you currently prescribed medications and/or receiving treatment for Lung cancer?","Cancer_RxMedsforLungCancer","Personal Medical History",43529712,0,1,"43528760.43529184.43528779",1,1,3
43528780,"Are you currently prescribed medications and/or receiving treatment for Other cancer?","Cancer_RxMedsforOtherCancer","Personal Medical History",43529712,0,1,"43528760.43529624.43528780",1,1,3
43528781,"Are you currently prescribed medications and/or receiving treatment for Pancreatic cancer?","Cancer_RxMedsforPancreaticCancer","Personal Medical History",43529712,0,1,"43528760.43529684.43528781",1,1,3
43528782,"Are you currently prescribed medications and/or receiving treatment for Prostate cancer?","Cancer_RxMedsforProstateCancer","Personal Medical History",43529712,0,1,"43528760.43529733.43528782",1,1,3
43528783,"Are you currently prescribed medications and/or receiving treatment for Skin cancer?","Cancer_RxMedsforSkinCancer","Personal Medical History",43529712,0,1,"43528760.43529817.43528783",1,1,3
43528784,"Are you currently prescribed medications and/or receiving treatment for Stomach cancer?","Cancer_RxMedsforStomachCancer","Personal Medical History",43529712,0,1,"43528760.43529866.43528784",1,1,3
43528785,"Are you currently prescribed medications and/or receiving treatment for Thyroid cancer?","Cancer_RxMedsforThyroidCancer","Personal Medical History",43529712,0,1,"43528760.43529909.43528785",1,1,3
43528786,"Are you currently prescribed medications and/or receiving treatment for Anemia?","Circulatory_RxMedsforAnemia","Personal Medical History",43529712,0,1,"1384522.43528401.43528786",1,1,1
43528787,"Are you currently prescribed medications and/or receiving treatment for Atrial fibrillation (Afib) or Atrial flutter?","Circulatory_RxMedsforAtrialFibrillation","Personal Medical History",43529712,0,1,"1384522.43528442.43528787",1,1,1
43528788,"Are you currently prescribed medications and/or receiving treatment for Bleeding disorder?","Circulatory_RxMedsforBleedingDisorder","Personal Medical History",43529712,0,1,"1384522.1384512.43528788",1,1,1
43528789,"Are you currently prescribed medications and/or receiving treatment for Congestive heart failure?","Circulatory_RxMedsforCongestiveHeartFailure","Personal Medical History",43529712,0,1,"1384522.43528580.43528789",1,1,1
43528790,"Are you currently prescribed medications and/or receiving treatment for Coronary artery/coronary heart disease?","Circulatory_RxMedsforCoronaryArtery","Personal Medical History",43529712,0,1,"1384522.1384497.43528790",1,1,1
43528791,"Are you currently prescribed medications and/or receiving treatment for Heart attack?","Circulatory_RxMedsforHeartAttack","Personal Medical History",43529712,0,1,"1384522.43528910.43528791",1,1,1
43528792,"Are you currently prescribed medications and/or receiving treatment for Heart valve disease?","Circulatory_RxMedsforHeartValveDisease","Personal Medical History",43529712,0,1,"1384522.43528918.43528792",1,1,1
43528793,"Are you currently prescribed medications and/or receiving treatment for High cholesterol?","Circulatory_RxMedsforHighCholesterol","Personal Medical History",43529712,0,1,"1384522.43528936.43528793",1,1,1
43528795,"Are you currently prescribed medications and/or receiving treatment for Peripheral vascular disease?","Circulatory_RxMedsforPeripheralVascularDisease","Personal Medical History",43529712,0,1,"1384522.1384469.43530311",1,1,1
43528796,"Are you currently prescribed medications and/or receiving treatment for Pulmonary embolism or deep vein thrombosis?","Circulatory_RxMedsforPulmonaryEmbolism","Personal Medical History",43529712,0,1,"1384522.43529748.43528796",1,1,1
43528797,"Are you currently prescribed medications and/or receiving treatment for Sickle cell disease?","Circulatory_RxMedsforSickleCellDisease","Personal Medical History",43529712,0,1,"1384522.1384467.43528797",1,1,1
43528798,"Are you currently prescribed medications and/or receiving treatment for Stroke?","Circulatory_RxMedsforStroke","Personal Medical History",43529712,0,1,"1384522.43529874.43528798",1,1,1
43528799,"Are you currently prescribed medications and/or receiving treatment for Transient ischemic attacks (TIAs or mini-strokes)?","Circulatory_RxMedsforTransientIschemicAttack","Personal Medical History",43529712,0,1,"1384522.43529918.43528799",1,1,1
43528800,"Are you currently prescribed medications and/or receiving treatment for Acid reflux?","Digestive_RxMedsforAcidReflux","Personal Medical History",43529712,0,1,"1384390.1384603.43528800",1,1,4
43528801,"Are you currently prescribed medications and/or receiving treatment for Bowel obstruction?","Digestive_RxMedsforBowelObstruction","Personal Medical History",43529712,0,1,"1384390.1384417.43528801",1,1,4
43528802,"Are you currently prescribed medications and/or receiving treatment for Colon polyps?","Digestive_RxMedsforColonPolyps","Personal Medical History",43529712,0,1,"1384390.1384445.43528802",1,1,4
43528804,"Are you currently prescribed medications and/or receiving treatment for Crohn's disease?","Digestive_RxMedsforCrohnsDisease","Personal Medical History",43529712,0,1,"1384390.1384472.43528804",1,1,4
43528805,"Are you currently prescribed medications and/or receiving treatment for Diverticulosis/diverticulitis?","Digestive_RxMedsforDiverticulosis","Personal Medical History",43529712,0,1,"1384390.1384411.43528805",1,1,4
43528806,"Are you currently prescribed medications and/or receiving treatment for Gall stones?","Digestive_RxMedsforGallStones","Personal Medical History",43529712,0,1,"1384390.1384439.43528806",1,1,4
43528807,"Are you currently prescribed medications and/or receiving treatment for Hemorrhoids?","Digestive_RxMedsforHemorrhoids","Personal Medical History",43529712,0,1,"1384390.1384491.43528807",1,1,4
43528808,"Are you currently prescribed medications and/or receiving treatment for Hernia?","Digestive_RxMedsforHernia","Personal Medical History",43529712,0,1,"1384390.1384440.43528808",1,1,4
43528809,"Are you currently prescribed medications and/or receiving treatment for Irritable bowel syndrome (IBS)?","Digestive_RxMedsforIrritableBowel","Personal Medical History",43529712,0,1,"1384390.1384548.43528809",1,1,4
43528810,"Are you currently prescribed medications and/or receiving treatment for Liver condition?","Digestive_RxMedsforLiverCondition","Personal Medical History",43529712,0,1,"1384390.1384583.43528810",1,1,4
43528811,"Are you currently prescribed medications and/or receiving treatment for Pancreatitis?","Digestive_RxMedsforPancreatitis","Personal Medical History",43529712,0,1,"1384390.1384565.43528811",1,1,4
43528812,"Are you currently prescribed medications and/or receiving treatment for Peptic ulcers?","Digestive_RxMedsforPepticUlcers","Personal Medical History",43529712,0,1,"1384390.1384405.43528812",1,1,4
43528813,"Are you currently prescribed medications and/or receiving treatment for Ulcerative colitis?","Digestive_RxMedsforUlcerativeColitis","Personal Medical History",43529712,0,1,"1384390.1384604.43528813",1,1,4
43528814,"Are you currently prescribed medications and/or receiving treatment for Hyperthyroidism?","Endocrine_RxMedsforHyperthyroidism","Personal Medical History",43529712,0,1,"43528758.43529066.43528814",1,1,5
43528815,"Are you currently prescribed medications and/or receiving treatment for Hypothyroidism?","Endocrine_RxMedsforHypothyroidism","Personal Medical History",43529712,0,1,"43528758.43529075.43528815",1,1,5
43528816,"Are you currently prescribed medications and/or receiving treatment for Other/unknown diabetes?","Endocrine_RxMedsforOtherDiabetes","Personal Medical History",43529712,0,1,"43528758.43529668.43528816",1,1,5
43528817,"Are you currently prescribed medications and/or receiving treatment for Other/unknown thyroid condition?","Endocrine_RxMedsforOtherThyroid","Personal Medical History",43529712,0,1,"43528758.43529676.43528817",1,1,5
43528819,"Are you currently prescribed medications and/or receiving treatment for Type 1 Diabetes?","Endocrine_RxMedsforType1Diabetes","Personal Medical History",43529712,0,1,"43528758.43529923.43528819",1,1,5
43528820,"Are you currently prescribed medications and/or receiving treatment for Type 2 Diabetes?","Endocrine_RxMedsforType2Diabetes","Personal Medical History",43529712,0,1,"43528758.43529932.43528820",1,1,5
43528821,"Are you currently prescribed medications and/or receiving treatment for Blindness?","HearingVision_RxMedsforBlindness","Personal Medical History",43529712,0,1,"43528759.43528474.43528821",1,1,8
43528822,"Are you currently prescribed medications and/or receiving treatment for Cataracts?","HearingVision_RxMedsforCataracts","Personal Medical History",43529712,0,1,"43528759.43528528.43528822",1,1,8
43528823,"Are you currently prescribed medications and/or receiving treatment for Dry eyes?","HearingVision_RxMedsforDryEyes","Personal Medical History",43529712,0,1,"43528759.43528659.43528823",1,1,8
43528824,"Are you currently prescribed medications and/or receiving treatment for Farsighted?","HearingVision_RxMedsforFarSightedness","Personal Medical History",43529712,0,1,"43528759.43528699.43528824",1,1,8
43528825,"Are you currently prescribed medications and/or receiving treatment for Glaucoma?","HearingVision_RxMedsforGlaucoma","Personal Medical History",43529712,0,1,"43528759.43528731.43528825",1,1,8
43528826,"Are you currently prescribed medications and/or receiving treatment for Severe hearing loss or partial deafness in one or both ears?","HearingVision_RxMedsforHearingLoss","Personal Medical History",43529712,0,1,"43528759.1384396.43528826",1,1,8
43528827,"Are you currently prescribed medications and/or receiving treatment for Macular degeneration?","HearingVision_RxMedsforMacularDegeneration","Personal Medical History",43529712,0,1,"43528759.43529196.43528827",1,1,8
43528828,"Are you currently prescribed medications and/or receiving treatment for Nearsighted?","HearingVision_RxMedsforNearSightedness","Personal Medical History",43529712,0,1,"43528759.43529265.43528828",1,1,8
43528829,"Are you currently prescribed medications and/or receiving treatment for Tinnitus?","HearingVision_RxMedsforTinnitus","Personal Medical History",43529712,0,1,"43528759.43529917.43528829",1,1,8
43528830,"Are you currently prescribed medications and/or receiving treatment for Chronic sinus infections?","InfectiousDiseases_RxMedsforChronicSinus","Personal Medical History",43529712,0,1,"1384662.1384659.43528830",1,1,9
43528831,"Are you currently prescribed medications and/or receiving treatment for Hepatitis C?","InfectiousDiseases_RxMedsforHepatitisC","Personal Medical History",43529712,0,1,"1384662.1384588.43528831",1,1,9
43528832,"Are you currently prescribed medications and/or receiving treatment for HIV/AIDS?","InfectiousDiseases_RxMedsforHIVAIDS","Personal Medical History",43529712,0,1,"1384662.1384391.43528832",1,1,9
43528833,"Are you currently prescribed medications and/or receiving treatment for Tuberculosis?","InfectiousDiseases_RxMedsforTuberculosis","Personal Medical History",43529712,0,1,"1384662.1384555.43528833",1,1,9
43528834,"Are you currently prescribed medications and/or receiving treatment for Recurrent urinary tract infections (uti)/bladder infections?","InfectiousDiseases_RxMedsforUrinaryTract","Personal Medical History",43529712,0,1,"1384662.1384614.43528834",1,1,9
43528835,"Are you currently prescribed medications and/or receiving treatment for Acute kidney disease with no current dialysis?","Kidney_RxMedsforAcuteKidneyNoDialysis","Personal Medical History",43529712,0,1,"1384487.1384395.43528835",1,1,6
43528836,"Are you currently prescribed medications and/or receiving treatment for Kidney stones?","Kidney_RxMedsforKidneyStones","Personal Medical History",43529712,0,1,"1384487.1384515.43528836",1,1,6
43528837,"Are you currently prescribed medications and/or receiving treatment for Kidney disease with dialysis?","Kidney_RxMedsforKidneyWithDialysis","Personal Medical History",43529712,0,1,"1384487.1384563.43528837",1,1,6
43528838,"Are you currently prescribed medications and/or receiving treatment for Kidney disease without dialysis?","Kidney_RxMedsforKidneyWithoutDialysis","Personal Medical History",43529712,0,1,"1384487.1384414.43528838",1,1,6
43528839,"Are you currently prescribed medications and/or receiving treatment for Attention-deficit/hyperactivity disorder (ADHD)?","MentalHealth_RxMedsforADHD","Personal Medical History",43529712,0,1,"1384495.1384510.43528839",1,1,11
43528841,"Are you currently prescribed medications and/or receiving treatment for Anxiety reaction/panic disorder?","MentalHealth_RxMedsforAnxiety","Personal Medical History",43529712,0,1,"1384495.1384475.43528841",1,1,11
43528842,"Are you currently prescribed medications and/or receiving treatment for Bipolar disorder?","MentalHealth_RxMedsforBipolar","Personal Medical History",43529712,0,1,"1384495.1384669.43528842",1,1,11
43528843,"Are you currently prescribed medications and/or receiving treatment for Depression?","MentalHealth_RxMedsforDepression","Personal Medical History",43529712,0,1,"1384495.1384656.43528843",1,1,11
43528844,"Are you currently prescribed medications and/or receiving treatment for Eating disorder?","MentalHealth_RxMedsforEatingDisorder","Personal Medical History",43529712,0,1,"1384495.1384558.43528844",1,1,11
43528845,"Are you currently prescribed medications and/or receiving treatment for Personality disorder?","MentalHealth_RxMedsforPersonalityDisorder","Personal Medical History",43529712,0,1,"1384495.1384622.43528845",1,1,11
43528846,"Are you currently prescribed medications and/or receiving treatment for Post-traumatic stress disorder (PTSD)?","MentalHealth_RxMedsforPTSD","Personal Medical History",43529712,0,1,"1384495.1384443.43528846",1,1,11
43528847,"Are you currently prescribed medications and/or receiving treatment for Schizophrenia?","MentalHealth_RxMedsforSchizophrenia","Personal Medical History",43529712,0,1,"1384495.1384557.43528847",1,1,11
43528848,"Are you currently prescribed medications and/or receiving treatment for Social phobia?","MentalHealth_RxMedsforSocialPhobia","Personal Medical History",43529712,0,1,"1384495.1384464.43528848",1,1,11
43528850,"Are you currently prescribed medications and/or receiving treatment for Chronic fatigue?","NervousSystem_RxMedsforChronicFatigue","Personal Medical History",43529712,0,1,"1384526.1384585.43528850",1,1,10
43528851,"Are you currently prescribed medications and/or receiving treatment for Concussion or loss of consciousness?","NervousSystem_RxMedsforConcussion","Personal Medical History",43529712,0,1,"1384526.1384402.43528851",1,1,10
43528852,"Are you currently prescribed medications and/or receiving treatment for Dementia?","NervousSystem_RxMedsforDementia","Personal Medical History",43529712,0,1,"1384526.1384435.43528852",1,1,10
43528853,"Are you currently prescribed medications and/or receiving treatment for Epilepsy or seizure?","NervousSystem_RxMedsforEpilepsy","Personal Medical History",43529712,0,1,"1384526.1384524.43528853",1,1,10
43528854,"Are you currently prescribed medications and/or receiving treatment for Insomnia?","NervousSystem_RxMedsforInsomnia","Personal Medical History",43529712,0,1,"1384526.1384444.43528854",1,1,10
43528855,"Are you currently prescribed medications and/or receiving treatment for Memory loss or impairment?","NervousSystem_RxMedsforMemoryLoss","Personal Medical History",43529712,0,1,"1384526.1384531.43528855",1,1,10
43528856,"Are you currently prescribed medications and/or receiving treatment for Migraine headaches?","NervousSystem_RxMedsforMigraine","Personal Medical History",43529712,0,1,"1384526.1384427.43528856",1,1,10
43528857,"Are you currently prescribed medications and/or receiving treatment for Multiple sclerosis?","NervousSystem_RxMedsforMultipleSclerosis","Personal Medical History",43529712,0,1,"1384526.1384591.43528857",1,1,10
43528858,"Are you currently prescribed medications and/or receiving treatment for Muscular dystrophy (MD)?","NervousSystem_RxMedsforMuscularDystrophy","Personal Medical History",43529712,0,1,"1384526.1384503.43528858",1,1,10
43528859,"Are you currently prescribed medications and/or receiving treatment for Narcolepsy?","NervousSystem_RxMedsforNarcolepsy","Personal Medical History",43529712,0,1,"1384526.1384650.43528859",1,1,10
43528860,"Are you currently prescribed medications and/or receiving treatment for Neuropathy?","NervousSystem_RxMedsforNeuropathy","Personal Medical History",43529712,0,1,"1384526.1384599.43528860",1,1,10
43528862,"Are you currently prescribed medications and/or receiving treatment for Parkinson's disease?","NervousSystem_RxMedsforParkinsonsDisease","Personal Medical History",43529712,0,1,"1384526.1384568.43528862",1,1,10
43528863,"Are you currently prescribed medications and/or receiving treatment for Restless leg syndrome?","NervousSystem_RxMedsforRestlessLeg","Personal Medical History",43529712,0,1,"1384526.1384616.43528863",1,1,10
43528864,"Are you currently prescribed medications and/or receiving treatment for Spinal cord injury or impairment?","NervousSystem_RxMedsforSpinalCordInjury","Personal Medical History",43529712,0,1,"1384526.1384577.43528864",1,1,10
43528865,"Are you currently prescribed medications and/or receiving treatment for Traumatic brain injury (TBI)?","NervousSystem_RxMedsforTraumaBrainInjury","Personal Medical History",43529712,0,1,"1384526.1384496.43528865",1,1,10
43528866,"Are you currently prescribed medications and/or receiving treatment for Acne?","Other_RxMedsforAcne","Personal Medical History",43529712,0,1,"1384430.43528355.43528866",1,1,12
43528867,"Are you currently prescribed medications and/or receiving treatment for Allergies?","Other_RxMedsforAllergies","Personal Medical History",43529712,0,1,"1384430.43528377.43528867",1,1,12
43528868,"Are you currently prescribed medications and/or receiving treatment for Enlarged prostate?","Other_RxMedsforEnlargedProstate","Personal Medical History",43529712,0,1,"1384430.43528684.43528868",1,1,12
43528869,"Are you currently prescribed medications and/or receiving treatment for Obesity?","Other_RxMedsforObesity","Personal Medical History",43529712,0,1,"1384430.43529594.43528869",1,1,12
43528870,"Are you currently prescribed medications and/or receiving treatment for Skin condition (e.g. Eczema, Psoriasis)?","Other_RxMedsforSkinCondition","Personal Medical History",43529712,0,1,"1384430.43529831.43528870",1,1,12
43528871,"Are you currently prescribed medications and/or receiving treatment for Vitamin B deficiency?","Other_RxMedsforVitaminBDeficiency","Personal Medical History",43529712,0,1,"1384430.43529967.43528871",1,1,12
43528872,"Are you currently prescribed medications and/or receiving treatment for Vitamin D deficiency?","Other_RxMedsforVitaminDDeficiency","Personal Medical History",43529712,0,1,"1384430.43529968.43528872",1,1,12
43528873,"Are you currently prescribed medications and/or receiving treatment for Asthma?","Respiratory_RxMedsforAsthma","Personal Medical History",43529712,0,1,"1384592.43528439.43528873",1,1,2
43528875,"Are you currently prescribed medications and/or receiving treatment for Sleep Apnea?","Respiratory_RxMedsforSleepApnea","Personal Medical History",43529712,0,1,"1384592.43529837.43528875",1,1,2
43528877,"Are you currently prescribed medications and/or receiving treatment for Carpal tunnel syndrome?","SkeletalMuscular_RxMedsforCarpalTunnel","Personal Medical History",43529712,0,1,"43528757.43528524.43528877",1,1,7
43528878,"Are you currently prescribed medications and/or receiving treatment for Fibromyalgia?","SkeletalMuscular_RxMedsforFibromyalgia","Personal Medical History",43529712,0,1,"43528757.43528713.43528878",1,1,7
43528879,"Are you currently prescribed medications and/or receiving treatment for Fractured/broken any bones in the last 5 years?","SkeletalMuscular_RxMedsforFracturedBrokenBone","Personal Medical History",43529712,0,1,"43528757.1384657.43528879",1,1,7
43528880,"Are you currently prescribed medications and/or receiving treatment for Gout?","SkeletalMuscular_RxMedsforGout","Personal Medical History",43529712,0,1,"43528757.43528742.43528880",1,1,7
43528881,"Are you currently prescribed medications and/or receiving treatment for Systemic lupus?","SkeletalMuscular_RxMedsforLupus","Personal Medical History",43529712,0,1,"43528757.1384389.43528881",1,1,7
43528882,"Are you currently prescribed medications and/or receiving treatment for Osteoporosis?","SkeletalMuscular_RxMedsforOsteoporosis","Personal Medical History",43529712,0,1,"43528757.43529616.43528882",1,1,7
43528883,"Are you currently prescribed medications and/or receiving treatment for Spine, muscle, or bone disorders (non-cancer)?","SkeletalMuscular_RxMedsforSpineMuscleBone","Personal Medical History",43529712,0,1,"43528757.1384534.43528883",1,1,7
43528886,"Cancer Conditions: Head Neck Cancer","CancerConditions_HeadNeckCancer","Family Medical History",43528698,20,1,"43528515.43528886.43528886",0,0,0
43528910,"Circulatory Conditions: Heart Attack","CirculatoryConditions_HeartAttack","Family Medical History",43528698,20,1,"1384639.43528910.43528910",0,0,0
43528917,"Please indicate if your mother has ever been diagnosed with any of these circulatory conditions. Think only of the person you are related to by blood. (select all that apply)","DiagnosedHealthCondition_MotherCircCondition","Family Medical History",43528698,40740,1,"43528764.43528917.43528917",1,0,0
43528918,"Circulatory Conditions: Heart Valve Disease","CirculatoryConditions_HeartValveDisease","Family Medical History",43528698,20,1,"1384639.43528918.43528918",0,0,0
43528928,"Circulatory Condition: High Blood Pressure","CirculatoryCondition_HighBloodPressure","Family Medical History",43528698,20,1,"1384639.43528928.43528928",0,0,0
43528936,"Circulatory Conditions: High Cholesterol","CirculatoryConditions_HighCholesterol","Family Medical History",43528698,20,1,"1384639.43528936.43528936",0,0,0
43528944,"Please indicate if your mother has ever been diagnosed with any of these hormone/endocrine conditions. Think only of the person you are related to by blood. (select all that apply)","DiagnosedHealthCondition_MotherEndocrineCondition","Family Medical History",43528698,40740,1,"43528764.43528944.43528944",1,0,0
43529062,"Kidney Condition: Kidney Disease","KidneyCondition_KidneyDisease","Family Medical History",43528698,20,1,"43529158.43529062.43529062",0,0,0
43529065,"Endocrine Condition: Hyperthyroidism","EndocrineCondition_Hyperthyroidism","Family Medical History",43528698,20,1,"43528761.43529065.43529065",0,0,0
43529074,"Endocrine Condition: Hypothyroidism","EndocrineCondition_Hypothyroidism","Family Medical History",43528698,20,1,"43528761.43529074.43529074",0,0,0
43529136,"Cancer Conditions: Kidney Cancer","CancerConditions_KidneyCancer","Family Medical History",43528698,20,1,"43528515.43529136.43529136",0,0,0
43529152,"Please indicate if your daughter(s) has/have ever been diagnosed with any of these kidney conditions. Think only of the person you are related to by blood. (select all that apply)","DiagnosedHealthCondition_DaughterKidneyCondition","Family Medical History",43528698,40740,1,"43528650.43529152.43529152",1,0,0
43529153,"Please indicate if your father has ever been diagnosed with any of these kidney conditions. Think only of the person you are related to by blood. (select all that apply)","DiagnosedHealthCondition_FatherKidneyCondition","Family Medical History",43528698,40740,1,"43528763.43529153.43529153",1,0,0
43529154,"Please indicate if your grandparent(s) has/have ever been diagnosed with any of these kidney conditions. Think only of the person you are related to by blood. (select all that apply)","DiagnosedHealthCondition_GrandparentKidney","Family Medical History",43528698,40740,1,"43528765.43529154.43529154",1,0,0
43529155,"Please indicate if your mother has ever been diagnosed with any of these kidney conditions. Think only of the person you are related to by blood. (select all that apply)","DiagnosedHealthCondition_MotherKidneyCondition","Family Medical History",43528698,40740,1,"43528764.43529155.43529155",1,0,0
43529156,"Please indicate if your brothers and/or sisters [people with the same mother and/or father as you] have ever been diagnosed with any of these kidney conditions. Think only of the person you are related to by blood. (select all that apply)","DiagnosedHealthCondition_SiblingKidneyCondition","Family Medical History",43528698,40740,1,"43528649.43529156.43529156",1,0,0
43529157,"Please indicate if your son(s) has/have ever been diagnosed with any of these kidney conditions. Think only of the person you are related to by blood. (select all that apply)","DiagnosedHealthCondition_SonKidneyCondition","Family Medical History",43528698,40740,1,"43528651.43529157.43529157",1,0,0
43529158,"Diagnosed Health Condition: Kidney Condition","DiagnosedHealthCondition_KidneyCondition","Family Medical History",43528698,20,0,"43529158",0,0,6
43529162,"Kidney Condition: Kidney Stones","KidneyCondition_KidneyStones","Family Medical History",43528698,20,1,"43529158.43529162.43529162",0,0,0
43529170,"Other Conditions: Liver Condition","DiagnosedHealthCondition_LiverCondition","Family Medical History",43528698,20,1,"43529638.43529170.43529170",0,0,0
43529184,"Cancer Conditions: Lung Cancer","CancerConditions_LungCancer","Family Medical History",43528698,20,1,"43528515.43529184.43529184",0,0,0
43529191,"Please indicate if your mother has ever been diagnosed with any of these respiratory conditions. Think only of the person you are related to by blood. (select all that apply)","DiagnosedHealthCondition_MotherRespCondition","Family Medical History",43528698,40740,1,"43528764.43529191.43529191",1,0,0
43529196,"Hearing Vision Conditions: Macular Degeneration","HearingVisionConditions_MacularDegeneration","Family Medical History",43528698,20,1,"43529966.43529196.43529196",0,0,0
43529213,"Please indicate if your daughter(s) has/have ever been diagnosed with any of these mental conditions. Think only of the person you are related to by blood. (select all that apply)","DiagnosedHealthCondition_DaughterMentalCondition","Family Medical History",43528698,40740,1,"43528650.43529213.43529213",1,0,0
43529214,"Please indicate if your grandparent(s) has/have ever been diagnosed with any of these mental conditions. Think only of the person you are related to by blood. (select all that apply)","DiagnosedHealthCondition_GrandparentMental","Family Medical History",43528698,40740,1,"43528765.43529214.43529214",1,0,0
43529215,"Please indicate if your brothers and/or sisters [people with the same mother and/or father as you] have ever been diagnosed with any of these mental conditions. Think only of the person you are related to by blood. (select all that apply)","DiagnosedHealthCondition_SiblingMentalCondition","Family Medical History",43528698,40740,1,"43528649.43529215.43529215",1,0,0
43529216,"Please indicate if your son(s) has/have ever been diagnosed with any of these mental conditions. Think only of the person you are related to by blood. (select all that apply)","DiagnosedHealthCondition_SonMentalCondition","Family Medical History",43528698,40740,1,"43528651.43529216.43529216",1,0,0
43529217,"Diagnosed Health Condition: Mental Condition","DiagnosedHealthCondition_MentalCondition","Family Medical History",43528698,20,0,"43529217",0,0,9
43529218,"Please indicate if your father has ever been diagnosed with any of these mental conditions. Think only of the person you are related to by blood. (select all that apply)","DiagnosedHealthCondition_FatherMentalCondition","Family Medical History",43528698,40740,1,"43528763.43529218.43529218",1,0,0
43529225,"Nervous Condition: Migraine Headaches","NervousCondition_MigraineHeadaches","Family Medical History",43528698,20,1,"43529272.43529225.43529225",0,0,0
